osmid,city,osmname,surface,osmwikipedia,osmlink,category,mendicants,lat,lon,,,,,,,,,,,,,,,
428514895,Ascoli Piceno,Sant'Agostino,1282.413098,https://it.wikipedia.org/wiki/Chiesa_di_Sant%27Agostino_(Ascoli_Piceno),http://www.openstreetmap.org/way/428514895,parish,,42.85505579,13.57250803,x,x,x,x,x,x,x,x,x,x,x,x,x,,
428514895,Ascoli Piceno,Sant'Agostino,year,,,parish,,,,1242,1300,1490,1547,,,,,,,,,,,
428514895,Ascoli Piceno,Sant'Agostino,surface,,,parish,,,,0,900,,400,,,,,,,,,,,
428514895,Ascoli Piceno,Sant'Agostino,height,,,parish,,,,19,19,19,19,,,,,,,,,,,
428514895,Ascoli Piceno,Sant'Agostino,m3,,,parish,,,,,,,,,,,,,,,,,,
428514895,Ascoli Piceno,Sant'Agostino,guestimate,,,parish,,,,0,0,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
428514914,Ascoli Piceno,Chiesa di San Pietro Martire,1580.967484,"https://en.wikipedia.org/wiki/San_Pietro_Martire,_Ascoli_Piceno",http://www.openstreetmap.org/way/428514914,conventual,1,42.85725252,13.57333931,x,x,x,x,x,x,x,x,x,x,x,x,x,,
428514914,Ascoli Piceno,Chiesa di San Pietro Martire,year,,,conventual,1,,,1280,1501,,,,,,,,,,,,,
428514914,Ascoli Piceno,Chiesa di San Pietro Martire,surface,,,conventual,1,,,0,1600,,,,,,,,,,,,,
428514914,Ascoli Piceno,Chiesa di San Pietro Martire,height,,,conventual,1,,,21,21,,,,,,,,,,,,,
428514914,Ascoli Piceno,Chiesa di San Pietro Martire,m3,,,conventual,1,,,,,,,,,,,,,,,,,
428514914,Ascoli Piceno,Chiesa di San Pietro Martire,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
428514854,Ascoli Piceno,Chiesa di San Francesco,1717.223693,it.wikipedia.org/wiki/Chiesa_di_San_Francesco_(Ascoli_Piceno),http://www.openstreetmap.org/way/428514854,conventual,1,42.85521007,13.57534469,x,x,x,x,x,x,x,x,x,x,x,x,x,,
428514854,Ascoli Piceno,Chiesa di San Francesco,year,,,conventual,1,,,1258,1371,1400,1500,,,,,,,,,,,
428514854,Ascoli Piceno,Chiesa di San Francesco,surface,,,conventual,1,,,0,1400,,300,,,,,,,,,,,
428514854,Ascoli Piceno,Chiesa di San Francesco,height,,,conventual,1,,,22,22,22,22,,,,,,,,,,,
428514854,Ascoli Piceno,Chiesa di San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
428514854,Ascoli Piceno,Chiesa di San Francesco,guestimate,,,conventual,1,,,0,0,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
428514873,Ascoli Piceno,Cattedrale di Sant'Emidio,2277.840238,it.wikipedia.org/wiki/Cattedrale_di_Sant'Emidio,http://www.openstreetmap.org/way/428514873,cathedral,,42.85352207,13.5787555,x,x,x,x,x,x,x,x,x,x,x,x,x,,
428514873,Ascoli Piceno,Cattedrale di Sant'Emidio,year,,,cathedral,,,,750,780,1045,1069,1481,1579,,,,,,,,,
428514873,Ascoli Piceno,Cattedrale di Sant'Emidio,surface,,,cathedral,,,,0,1200,,700,0,2300,,,,,,,,,
428514873,Ascoli Piceno,Cattedrale di Sant'Emidio,height,,,cathedral,,,,23,23,23,23,24,24,,,,,,,,,
428514873,Ascoli Piceno,Cattedrale di Sant'Emidio,m3,,,cathedral,,,,,,,,,,,,,,,,,,
428514873,Ascoli Piceno,Cattedrale di Sant'Emidio,guestimate,,,cathedral,,,,1,1,1,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
36994747,Assisi,Basilica di Santa Chiara,1485.600389,it.wikipedia.org/wiki/Basilica_di_Santa_Chiara,http://www.openstreetmap.org/way/36994747,conventual,1,43.06885843,12.61708212,x,x,x,x,x,x,x,x,x,x,x,x,x,,
36994747,Assisi,Basilica di Santa Chiara,year,,,conventual,1,,,1257,1265,,,,,,,,,,,,,
36994747,Assisi,Basilica di Santa Chiara,surface,,,conventual,1,,,0,1500,,,,,,,,,,,,,
36994747,Assisi,Basilica di Santa Chiara,height,,,conventual,1,,,20,20,,,,,,,,,,,,,
36994747,Assisi,Basilica di Santa Chiara,m3,,,conventual,1,,,,,,,,,,,,,,,,,
36994747,Assisi,Basilica di Santa Chiara,guestimate,,,conventual,1,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
36994753,Assisi,Cattedrale di San Rufino,2198.998753,it.wikipedia.org/wiki/Cattedrale_di_San_Rufino,http://www.openstreetmap.org/way/36994753,cathedral,,43.07039437,12.61780313,x,x,x,x,x,x,x,x,x,x,x,x,x,,
36994753,Assisi,Cattedrale di San Rufino,year,,,cathedral,,,,700,800,1140,1253,,,,,,,,,,,
36994753,Assisi,Cattedrale di San Rufino,surface,,,cathedral,,,,0,1800,0,2200,,,,,,,,,,,
36994753,Assisi,Cattedrale di San Rufino,height,,,cathedral,,,,22,22,24,24,,,,,,,,,,,
36994753,Assisi,Cattedrale di San Rufino,m3,,,cathedral,,,,,,,,,,,,,,,,,,
36994753,Assisi,Cattedrale di San Rufino,guestimate,,,cathedral,,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
34357303,Assisi,Basilica di San Francesco d'Assisi,3088.992671,it.wikipedia.org/wiki/Basilica_di_San_Francesco,http://www.openstreetmap.org/way/34357303,conventual,1,43.07482036,12.60571101,x,x,x,x,x,x,x,x,x,x,x,x,x,,
34357303,Assisi,Basilica di San Francesco d'Assisi,year,,,conventual,1,,,1175,1250,,,,,,,,,,,,,
34357303,Assisi,Basilica di San Francesco d'Assisi,surface,,,conventual,1,,,0,3100,,,,,,,,,,,,,
34357303,Assisi,Basilica di San Francesco d'Assisi,height,,,conventual,1,,,28,28,,,,,,,,,,,,,
34357303,Assisi,Basilica di San Francesco d'Assisi,m3,,,conventual,1,,,,,,,,,,,,,,,,,
34357303,Assisi,Basilica di San Francesco d'Assisi,guestimate,,,conventual,1,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
432970256,Assisi,Basilica Papale di Santa Maria degli Angeli in Porziuncola,6904.923218,en.wikipedia.org/wiki/Basilica_of_Santa_Maria_degli_Angeli,http://www.openstreetmap.org/way/432970256,conventual,1,43.05825124,12.58039764,x,x,x,x,x,x,x,x,x,x,x,x,x,,
432970256,Assisi,Basilica Papale di Santa Maria degli Angeli in Porziuncola,year,,,conventual,1,,,1230,1250,,,,,,,,,,,,,
432970256,Assisi,Basilica Papale di Santa Maria degli Angeli in Porziuncola,surface,,,conventual,1,,,0,2800,,,,,,,,,,,,,
432970256,Assisi,Basilica Papale di Santa Maria degli Angeli in Porziuncola,height,,,conventual,1,,,27,27,,,,,,,,,,,,,
432970256,Assisi,Basilica Papale di Santa Maria degli Angeli in Porziuncola,m3,,,conventual,1,,,,,,,,,,,,,,,,,
432970256,Assisi,Basilica Papale di Santa Maria degli Angeli in Porziuncola,guestimate,,,conventual,1,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
127582555,Asti,Collegiata di San Secondo,1175.67606,it.wikipedia.org/wiki/Collegiata_di_San_Secondo,http://www.openstreetmap.org/way/127582555,parish,,44.89932895,8.205277412,x,x,x,x,x,x,x,x,x,x,x,x,x,,
127582555,Asti,Collegiata di San Secondo,year,,,parish,,,,800,900,1000,1100,1256,1375,,,,,,,,,
127582555,Asti,Collegiata di San Secondo,surface,,,parish,,,,0,900,0,1000,0,1200,,,,,,,,,
127582555,Asti,Collegiata di San Secondo,height,,,parish,,,,16,16,17,17,19,19,,,,,,,,,
127582555,Asti,Collegiata di San Secondo,m3,,,parish,,,,,,,,,,,,,,,,,,
127582555,Asti,Collegiata di San Secondo,guestimate,,,parish,,,,1,1,1,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
126627387,Asti,Cattedrale di Santa Maria Assunta,2893.995251,it.wikipedia.org/wiki/Cattedrale_di_Santa_Maria_Assunta_(Asti),http://www.openstreetmap.org/way/126627387,cathedral,,44.90071075,8.197932951,x,x,x,x,x,x,x,x,x,x,x,x,x,,
126627387,Asti,Cattedrale di Santa Maria Assunta,year,,,cathedral,,,,500,600,1070,1095,1280,1320,,,,,,,,,
126627387,Asti,Cattedrale di Santa Maria Assunta,surface,,,cathedral,,,,0,1900,0,2300,0,2900,,,,,,,,,
126627387,Asti,Cattedrale di Santa Maria Assunta,height,,,cathedral,,,,23,23,24,24,27,27,,,,,,,,,
126627387,Asti,Cattedrale di Santa Maria Assunta,m3,,,cathedral,,,,,,,,,,,,,,,,,,
126627387,Asti,Cattedrale di Santa Maria Assunta,guestimate,,,cathedral,,,,1,1,1,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
310786346,"Atri (Atri, Abruzzo)",Basilica concattedrale di Santa Maria Assunta,1832.810265,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_Assunta_(Atri),http://www.openstreetmap.org/way/310786346,parish,,42.58038792,13.97898385,x,x,x,x,x,x,x,x,x,x,x,x,x,,
310786346,"Atri (Atri, Abruzzo)",Basilica concattedrale di Santa Maria Assunta,year,,,parish,,,,800,900,1000,1100,1223,1284,,,,,,,,,
310786346,"Atri (Atri, Abruzzo)",Basilica concattedrale di Santa Maria Assunta,surface,,,parish,,,,0,500,0,1500,0,1800,,,,,,,,,
310786346,"Atri (Atri, Abruzzo)",Basilica concattedrale di Santa Maria Assunta,height,,,parish,,,,13,13,20,20,22,22,,,,,,,,,
310786346,"Atri (Atri, Abruzzo)",Basilica concattedrale di Santa Maria Assunta,m3,,,parish,,,,,,,,,,,,,,,,,,
310786346,"Atri (Atri, Abruzzo)",Basilica concattedrale di Santa Maria Assunta,guestimate,,,parish,,,,1,1,1,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
185548871,Avellino,Cattedrale di Avellino,1954.107731,it.wikipedia.org/wiki/Cattedrale_di_Avellino,http://www.openstreetmap.org/way/185548871,cathedral,,40.91528043,14.79715059,x,x,x,x,x,x,x,x,x,x,x,x,x,,
185548871,Avellino,Cattedrale di Avellino,year,,,cathedral,,,,1132,1166,,,,,,,,,,,,,
185548871,Avellino,Cattedrale di Avellino,surface,,,cathedral,,,,0,2000,,,,,,,,,,,,,
185548871,Avellino,Cattedrale di Avellino,height,,,cathedral,,,,23,23,,,,,,,,,,,,,
185548871,Avellino,Cattedrale di Avellino,m3,,,cathedral,,,,,,,,,,,,,,,,,,
185548871,Avellino,Cattedrale di Avellino,guestimate,,,cathedral,,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
447863567,Aversa,Duomo di Aversa,3515.026067,it.wikipedia.org/wiki/Cattedrale_di_San_Paolo_(Aversa),http://www.openstreetmap.org/way/447863567,cathedral,,40.97659757,14.20320264,x,x,x,x,x,x,x,x,x,x,x,x,x,,
447863567,Aversa,Duomo di Aversa,year,,,cathedral,,,,1053,1090,1349,1380,1464,1480,1494,1700,,,,,,,
447863567,Aversa,Duomo di Aversa,surface,,,cathedral,,,,0,2000,,300,,500,0,3500,,,,,,,
447863567,Aversa,Duomo di Aversa,height,,,cathedral,,,,26,26,26,26,26,26,29,29,,,,,,,
447863567,Aversa,Duomo di Aversa,m3,,,cathedral,,,,,,,,,,,,,,,,,,
447863567,Aversa,Duomo di Aversa,guestimate,,,cathedral,,,,1,1,1,1,1,1,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
417998768,Bari,Cattedrale di San Sabino,1854.724276,it.wikipedia.org/wiki/Cattedrale_di_San_Sabino,http://www.openstreetmap.org/way/417998768,cathedral,,41.12853896,16.86907751,x,x,x,x,x,x,x,x,x,x,x,x,x,,
417998768,Bari,Cattedrale di San Sabino,year,,,cathedral,,,,500,600,1030,1060,1180,1292,,,,,,,,,
417998768,Bari,Cattedrale di San Sabino,surface,,,cathedral,,,,0,1400,0,1600,0,1900,,,,,,,,,
417998768,Bari,Cattedrale di San Sabino,height,,,cathedral,,,,19,19,21,21,23,23,,,,,,,,,
417998768,Bari,Cattedrale di San Sabino,m3,,,cathedral,,,,,,,,,,,,,,,,,,
417998768,Bari,Cattedrale di San Sabino,guestimate,,,cathedral,,,,1,1,1,1,0,0,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
417998763,Bari,Basilica San Nicola,2020.049589,it.wikipedia.org/wiki/Basilica_di_San_Nicola,http://www.openstreetmap.org/way/417998763,parish,,41.13031557,16.87017348,x,x,x,x,x,x,x,x,x,x,x,x,x,,
417998763,Bari,Basilica San Nicola,year,,,parish,,,,1087,1192,,,,,,,,,,,,,
417998763,Bari,Basilica San Nicola,surface,,,parish,,,,0,2000,,,,,,,,,,,,,
417998763,Bari,Basilica San Nicola,height,,,parish,,,,23,23,,,,,,,,,,,,,
417998763,Bari,Basilica San Nicola,m3,,,parish,,,,,,,,,,,,,,,,,,
417998763,Bari,Basilica San Nicola,guestimate,,,parish,,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
407428806,Barletta,Cattedrale di Santa Maria Maggiore,1334.345406,it.wikipedia.org/wiki/Cattedrale_di_Barletta,http://www.openstreetmap.org/way/407428806,cathedral,,41.32050509,16.28621951,x,x,x,x,x,x,x,x,x,x,x,x,x,,
407428806,Barletta,Cattedrale di Santa Maria Maggiore,year,,,cathedral,,,,500,600,870,920,1147,1153,1200,1267,,,,,,,
407428806,Barletta,Cattedrale di Santa Maria Maggiore,surface,,,cathedral,,,,0,1000,0,1100,0,1000,,300,,,,,,,
407428806,Barletta,Cattedrale di Santa Maria Maggiore,height,,,cathedral,,,,17,17,18,18,19,19,19,19,,,,,,,
407428806,Barletta,Cattedrale di Santa Maria Maggiore,m3,,,cathedral,,,,,,,,,,,,,,,,,,
407428806,Barletta,Cattedrale di Santa Maria Maggiore,guestimate,,,cathedral,,,,1,1,1,1,0,0,0,0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
66058556,Belluno,Cattedrale di Belluno,1365.837131,it.wikipedia.org/wiki/Basilica_cattedrale_di_San_Martino,http://www.openstreetmap.org/way/66058556,cathedral,,46.13771083,12.21706678,x,x,x,x,x,x,x,x,x,x,x,x,x,,
66058556,Belluno,Cattedrale di Belluno,year,,,cathedral,,,,500,600,840,860,,,,,,,,,,,
66058556,Belluno,Cattedrale di Belluno,surface,,,cathedral,,,,0,1000,0,1200,,,,,,,,,,,
66058556,Belluno,Cattedrale di Belluno,height,,,cathedral,,,,17,17,18,18,,,,,,,,,,,
66058556,Belluno,Cattedrale di Belluno,m3,,,cathedral,,,,,,,,,,,,,,,,,,
66058556,Belluno,Cattedrale di Belluno,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
192771154,"Benevento (Benevent, Bénévent)",Chiesa della Santissima Annunziata,1039.706361,it.wikipedia.org/wiki/Chiesa_dell'Annunziata_(Benevento),http://www.openstreetmap.org/way/192771154,parish,,41.12932632,14.7791663,x,x,x,x,x,x,x,x,x,x,x,x,x,,
192771154,"Benevento (Benevent, Bénévent)",Chiesa della Santissima Annunziata,year,,,parish,,,,664,700,,,,,,,,,,,,,
192771154,"Benevento (Benevent, Bénévent)",Chiesa della Santissima Annunziata,surface,,,parish,,,,0,900,,,,,,,,,,,,,
192771154,"Benevento (Benevent, Bénévent)",Chiesa della Santissima Annunziata,height,,,parish,,,,17,17,,,,,,,,,,,,,
192771154,"Benevento (Benevent, Bénévent)",Chiesa della Santissima Annunziata,m3,,,parish,,,,,,,,,,,,,,,,,,
192771154,"Benevento (Benevent, Bénévent)",Chiesa della Santissima Annunziata,guestimate,,,parish,,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
228398604,"Benevento (Benevent, Bénévent)",Cattedrale di Sancta Maria de Episcopio,2798.636899,it.wikipedia.org/wiki/Duomo_di_Benevento,http://www.openstreetmap.org/way/228398604,cathedral,,41.13151604,14.77434375,x,x,x,x,x,x,x,x,x,x,x,x,x,,
228398604,"Benevento (Benevent, Bénévent)",Cattedrale di Sancta Maria de Episcopio,year,,,cathedral,,,,600,620,700,790,830,850,900,1000,1200,1300,1456,1473,,,
228398604,"Benevento (Benevent, Bénévent)",Cattedrale di Sancta Maria de Episcopio,surface,,,cathedral,,,,0,500,,500,,500,,500,,500,,300,,,
228398604,"Benevento (Benevent, Bénévent)",Cattedrale di Sancta Maria de Episcopio,height,,,cathedral,,,,27,27,27,27,27,27,27,27,27,27,27,27,,,
228398604,"Benevento (Benevent, Bénévent)",Cattedrale di Sancta Maria de Episcopio,m3,,,cathedral,,,,,,,,,,,,,,,,,,
228398604,"Benevento (Benevent, Bénévent)",Cattedrale di Sancta Maria de Episcopio,guestimate,,,cathedral,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,
435650069,Bergamo,Chiesa di Santo Spirito,1003.289162,it.wikipedia.org/wiki/Chiesa_di_Santo_Spirito_(Bergamo),http://www.openstreetmap.org/way/435650069,conventual,0,45.69848673,9.675928405,x,x,x,x,x,x,x,x,x,x,x,x,x,,
435650069,Bergamo,Chiesa di Santo Spirito,year,,,conventual,0,,,1300,1320,,,,,,,,,,,,,
435650069,Bergamo,Chiesa di Santo Spirito,surface,,,conventual,0,,,0,900,,,,,,,,,,,,,
435650069,Bergamo,Chiesa di Santo Spirito,height,,,conventual,0,,,17,17,,,,,,,,,,,,,
435650069,Bergamo,Chiesa di Santo Spirito,m3,,,conventual,0,,,,,,,,,,,,,,,,,
435650069,Bergamo,Chiesa di Santo Spirito,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
79808365,Bergamo,Duomo di Bergamo,1699.112925,it.wikipedia.org/wiki/Duomo_di_Bergamo,http://www.openstreetmap.org/way/79808365,cathedral,,45.70327954,9.66291957,x,x,x,x,x,x,x,x,x,x,x,x,x,,
79808365,Bergamo,Duomo di Bergamo,year,,,cathedral,,,,500,600,1459,1500,,,,,,,,,,,
79808365,Bergamo,Duomo di Bergamo,surface,,,cathedral,,,,0,1200,0,1400,,,,,,,,,,,
79808365,Bergamo,Duomo di Bergamo,height,,,cathedral,,,,18,18,20,20,,,,,,,,,,,
79808365,Bergamo,Duomo di Bergamo,m3,,,cathedral,,,,,,,,,,,,,,,,,,
79808365,Bergamo,Duomo di Bergamo,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
79808361,Bergamo,Chiesa di Santa Maria Maggiore,2062.292154,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_Maggiore_(Bergamo),http://www.openstreetmap.org/way/79808361,parish,,45.70320202,9.662195776,x,x,x,x,x,x,x,x,x,x,x,x,x,,
79808361,Bergamo,Chiesa di Santa Maria Maggiore,year,,,parish,,,,700,800,1137,1197,1200,1521,,,,,,,,,
79808361,Bergamo,Chiesa di Santa Maria Maggiore,surface,,,parish,,,,0,1300,0,1500,,600,,,,,,,,,
79808361,Bergamo,Chiesa di Santa Maria Maggiore,height,,,parish,,,,19,19,24,24,24,24,,,,,,,,,
79808361,Bergamo,Chiesa di Santa Maria Maggiore,m3,,,parish,,,,,,,,,,,,,,,,,,
79808361,Bergamo,Chiesa di Santa Maria Maggiore,guestimate,,,parish,,,,1,1,1,1,1,1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
6201103,Bergamo,Chiesa di Sant'Alessandro in Colonna,2240.218313,it.wikipedia.org/wiki/Basilica_di_Sant'Alessandro_in_Colonna,http://www.openstreetmap.org/relation/6201103,parish,,45.69474925,9.66483667,x,x,x,x,x,x,x,x,x,x,x,x,x,,
6201103,Bergamo,Chiesa di Sant'Alessandro in Colonna,year,,,parish,,,,500,600,1447,1650,,,,,,,,,,,
6201103,Bergamo,Chiesa di Sant'Alessandro in Colonna,surface,,,parish,,,,0,1800,0,2200,,,,,,,,,,,
6201103,Bergamo,Chiesa di Sant'Alessandro in Colonna,height,,,parish,,,,22,22,24,24,,,,,,,,,,,
6201103,Bergamo,Chiesa di Sant'Alessandro in Colonna,m3,,,parish,,,,,,,,,,,,,,,,,,
6201103,Bergamo,Chiesa di Sant'Alessandro in Colonna,guestimate,,,parish,,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
409194289,Bitonto,Concattedrale di Bitonto,1159.167171,it.wikipedia.org/wiki/Concattedrale_di_Bitonto,http://www.openstreetmap.org/way/409194289,cathedral,,41.10633022,16.68976575,x,x,x,x,x,x,x,x,x,x,x,x,x,,
409194289,Bitonto,Concattedrale di Bitonto,year,,,cathedral,,,,600,700,1087,1114,,,,,,,,,,,
409194289,Bitonto,Concattedrale di Bitonto,surface,,,cathedral,,,,0,1000,0,1200,,,,,,,,,,,
409194289,Bitonto,Concattedrale di Bitonto,height,,,cathedral,,,,17,17,19,19,,,,,,,,,,,
409194289,Bitonto,Concattedrale di Bitonto,m3,,,cathedral,,,,,,,,,,,,,,,,,,
409194289,Bitonto,Concattedrale di Bitonto,guestimate,,,cathedral,,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
149647393,Bologna,Santa Maria dei Servi,1145.763005,it.wikipedia.org/wiki/Basilica_di_Santa_Maria_dei_Servi,http://www.openstreetmap.org/way/149647393,conventual,0,44.49161728,11.35262661,x,x,x,x,x,x,x,x,x,x,x,x,x,,
149647393,Bologna,Santa Maria dei Servi,year,,,conventual,0,,,1346,1450,,,,,,,,,,,,,
149647393,Bologna,Santa Maria dei Servi,surface,,,conventual,0,,,0,1100,,,,,,,,,,,,,
149647393,Bologna,Santa Maria dei Servi,height,,,conventual,0,,,18,18,,,,,,,,,,,,,
149647393,Bologna,Santa Maria dei Servi,m3,,,conventual,0,,,,,,,,,,,,,,,,,
149647393,Bologna,Santa Maria dei Servi,guestimate,,,conventual,0,,,1,1,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
328014416,Bologna,Basilica di San Francesco,2685.741723,it.wikipedia.org/wiki/Basilica_di_San_Francesco_(Bologna),http://www.openstreetmap.org/way/328014416,conventual,1,44.49476532,11.33566822,x,x,x,x,x,x,x,x,x,x,x,x,x,,
328014416,Bologna,Basilica di San Francesco,year,,,conventual,1,,,1236,1263,,,,,,,,,,,,,
328014416,Bologna,Basilica di San Francesco,surface,,,conventual,1,,,0,2700,,,,,,,,,,,,,
328014416,Bologna,Basilica di San Francesco,height,,,conventual,1,,,26,26,,,,,,,,,,,,,
328014416,Bologna,Basilica di San Francesco,m3,,,conventual,1,,,,,,,,,,,,,,,,,
328014416,Bologna,Basilica di San Francesco,guestimate,,,conventual,1,,,0,0,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
325434925,Bologna,Cattedrale di San Pietro,3679.323022,it.wikipedia.org/wiki/Cattedrale_di_San_Pietro_(Bologna),http://www.openstreetmap.org/way/325434925,cathedral,,44.49573761,11.34339695,x,x,x,x,x,x,x,x,x,x,x,x,x,,
325434925,Bologna,Cattedrale di San Pietro,year,,,cathedral,,,,906,1000,1142,1184,,,,,,,,,,,
325434925,Bologna,Cattedrale di San Pietro,surface,,,cathedral,,,,0,2300,0,2900,,,,,,,,,,,
325434925,Bologna,Cattedrale di San Pietro,height,,,cathedral,,,,25,25,27,27,,,,,,,,,,,
325434925,Bologna,Cattedrale di San Pietro,m3,,,cathedral,,,,,,,,,,,,,,,,,,
325434925,Bologna,Cattedrale di San Pietro,guestimate,,,cathedral,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
328022875,Bologna,Basilica di San Domenico,4595.724891,it.wikipedia.org/wiki/Basilica_di_San_Domenico_(Bologna),http://www.openstreetmap.org/way/328022875,conventual,1,44.48949365,11.34468531,x,x,x,x,x,x,x,x,x,x,x,x,x,,
328022875,Bologna,Basilica di San Domenico,year,,,conventual,1,,,1228,1240,1300,1500,,,,,,,,,,,
328022875,Bologna,Basilica di San Domenico,surface,,,conventual,1,,,0,2000,,2600,,,,,,,,,,,
328022875,Bologna,Basilica di San Domenico,height,,,conventual,1,,,33,33,33,33,,,,,,,,,,,
328022875,Bologna,Basilica di San Domenico,m3,,,conventual,1,,,,,,,,,,,,,,,,,
328022875,Bologna,Basilica di San Domenico,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
328013918,Bologna,Basilica di San Petronio,7837.048552,it.wikipedia.org/wiki/Basilica_di_San_Petronio,http://www.openstreetmap.org/way/328013918,parish,,44.49274322,11.34303713,x,x,x,x,x,x,x,x,x,x,x,x,x,,
328013918,Bologna,Basilica di San Petronio,year,,,parish,,,,1390,1479,1514,1929,,,,,,,,,,,
328013918,Bologna,Basilica di San Petronio,surface,,,parish,,,,0,5000,,2800,,,,,,,,,,,
328013918,Bologna,Basilica di San Petronio,height,,,parish,,,,41,41,41,41,,,,,,,,,,,
328013918,Bologna,Basilica di San Petronio,m3,,,parish,,,,,,,,,,,,,,,,,,
328013918,Bologna,Basilica di San Petronio,guestimate,,,parish,,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
164344748,Bolzano,Chiesa dei Francescani - Franziskanerkirche,1172.533868,https://it.wikipedia.org/wiki/Chiesa_dei_Francescani,http://www.openstreetmap.org/way/164344748,conventual,1,46.50068147,11.35423531,x,x,x,x,x,x,x,x,x,x,x,x,x,,
164344748,Bolzano,Chiesa dei Francescani - Franziskanerkirche,year,,,conventual,1,,,1205,1237,1348,1376,,,,,,,,,,,
164344748,Bolzano,Chiesa dei Francescani - Franziskanerkirche,surface,,,conventual,1,,,0,1000,0,1200,,,,,,,,,,,
164344748,Bolzano,Chiesa dei Francescani - Franziskanerkirche,height,,,conventual,1,,,17,17,19,19,,,,,,,,,,,
164344748,Bolzano,Chiesa dei Francescani - Franziskanerkirche,m3,,,conventual,1,,,,,,,,,,,,,,,,,
164344748,Bolzano,Chiesa dei Francescani - Franziskanerkirche,guestimate,,,conventual,1,,,1,1,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
77602813,Bolzano,Chiesa dei Domenicani - Dominikanerkirche,1288.809741,it.wikipedia.org/wiki/Chiesa_dei_Domenicani_(Bolzano),http://www.openstreetmap.org/way/77602813,conventual,1,46.49744012,11.35203859,x,x,x,x,x,x,x,x,x,x,x,x,x,,
77602813,Bolzano,Chiesa dei Domenicani - Dominikanerkirche,year,,,conventual,1,,,1300,1350,1450,1500,,,,,,,,,,,
77602813,Bolzano,Chiesa dei Domenicani - Dominikanerkirche,surface,,,conventual,1,,,0,1100,,200,,,,,,,,,,,
77602813,Bolzano,Chiesa dei Domenicani - Dominikanerkirche,height,,,conventual,1,,,19,19,19,19,,,,,,,,,,,
77602813,Bolzano,Chiesa dei Domenicani - Dominikanerkirche,m3,,,conventual,1,,,,,,,,,,,,,,,,,
77602813,Bolzano,Chiesa dei Domenicani - Dominikanerkirche,guestimate,,,conventual,1,,,1,1,1,1,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
27561299,Bolzano,"Duomo di Bolzano - Pfarrkirche Bozen (\Dom\"")""",2068.869407,it.wikipedia.org/wiki/Duomo_di_Bolzano,http://www.openstreetmap.org/way/27561299,cathedral,,46.49753141,11.35399284,x,x,x,x,x,x,x,x,x,x,x,x,x,,
